Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
65.55000000000001,29.2,17.9,66.69999999999999,37.4,54.8
63.55,27.4,17.0,65.6,36.05,52.8
60.0,25.7,15.55,62.7,34.4,49.349999999999994
56.95,24.8,14.0,59.25,33.3,47.2
54.6,23.8,12.85,57.75,32.4,45.7
52.35,23.1,12.05,56.75,31.85,44.7
50.8,22.6,11.35,56.05,31.25,43.9
49.599999999999994,22.0,10.899999999999999,55.5,30.7,43.1
48.400000000000006,21.5,10.3,54.85,30.15,42.25
47.55,21.1,9.7,54.35,29.6,41.6
46.55,20.8,9.35,53.8,29.2,40.9
45.95,20.2,9.1,53.2,28.9,40.4
45.35,19.8,8.8,52.6,28.45,39.9
44.7,19.5,8.600000000000001,52.25,28.1,39.55
44.05,19.3,8.5,51.9,27.85,39.3
43.65,19.0,8.45,51.75,27.6,39.05
45.75,19.2,8.5,52.150000000000006,27.85,39.5
49.7,21.9,9.8,55.2,29.95,42.25
54.2,24.0,11.8,58.55,32.2,45.95
57.65,25.9,13.8,61.25,34.1,48.9
60.5,27.3,15.2,63.5,35.7,51.15
63.05,28.6,16.95,65.25,36.7,53.150000000000006
64.45,29.4,18.1,66.75,37.55,54.4
65.19999999999999,29.3,18.55,67.3,37.75,55.1
65.55000000000001,29.1,18.299999999999997,66.7,37.3,54.8
63.55,27.3,17.299999999999997,65.5,36.0,52.849999999999994
60.05,25.7,15.75,62.7,34.25,49.4
57.05,24.6,14.3,59.349999999999994,33.150000000000006,47.25
54.599999999999994,23.7,13.05,57.650000000000006,32.3,45.650000000000006
52.400000000000006,23.1,12.350000000000001,56.7,31.700000000000003,44.7
50.95,22.6,11.35,56.0,31.0,43.9
49.8,22.0,10.7,55.349999999999994,30.5,43.150000000000006
48.5,21.5,10.05,54.6,29.95,42.150000000000006
47.5,21.1,9.55,54.099999999999994,29.5,41.55
46.7,20.6,9.1,53.6,29.1,40.95
46.1,20.2,8.95,53.05,28.7,40.45
45.349999999999994,19.7,8.55,52.650000000000006,28.3,39.849999999999994
44.7,19.4,8.3,52.1,28.0,39.650000000000006
44.05,19.2,8.2,51.8,27.65,39.3
43.7,18.8,8.2,51.650000000000006,27.45,38.9
45.75,19.3,8.3,52.2,27.8,39.349999999999994
49.75,21.7,10.15,55.1,29.7,42.25
54.2,23.9,12.2,58.2,32.150000000000006,45.849999999999994
